web-scraper-start-url,yearrersults,yearrersults-href,Year ▴,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
"http://nflcombineresults.com/large-combine-data-update-complete/","2008 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2008&pos=&college=","null","Chad Henne","Michigan","QB","74.88","230","22","4.95","","25.5","106","4.40","7.17"
"http://nflcombineresults.com/large-combine-data-update-complete/","1993 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1993&pos=&college=","null","Adrian Walker","Texas","RB","70.30","196","","9.99","16","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2014 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2014&pos=&college=","null","Kapri Bibbs","Colorado State","RB","69.38","212","","4.67","24","29.0","104","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Corey Edmond","North Carolina State","OLB","73.00","229","","5.03","21","31.5","114","4.41","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1996 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1996&pos=&college=","null","Lovett Purnell","West Virginia","TE","74.30","245","","4.83","18","29.0","","4.31","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1989 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1989&pos=&college=","null","Eric Wilkerson","Kent State (OH)","WR","68.80","181","","4.63","9","37.5","124","4.28","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1998 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1998&pos=&college=","null","Brian Alford","Purdue","WR","73.50","187","","4.46","","37.0","127","4.04","7.49"
"http://nflcombineresults.com/large-combine-data-update-complete/","2006 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2006&pos=&college=","null","Todd Watkins","Brigham Young","WR","74.38","202","","4.43","15","36.0","118","4.24","7.13"
"http://nflcombineresults.com/large-combine-data-update-complete/","1996 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1996&pos=&college=","null","Errick Herrin","Southern California","ILB","73.10","235","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1988 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1988&pos=&college=","null","Robert Tyler","South Carolina State","TE","77.00","259","","5.02","15","27.0","104","4.85","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Sheldon Rankins","Louisville","DT","73.13","299","","5.03","28","34.5","118","4.59","7.44"
"http://nflcombineresults.com/large-combine-data-update-complete/","2017 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2017&pos=&college=","null","Devine Redding","Indiana","RB","68.25","205","","4.76","16","30.5","116","4.46","7.18"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Tyrell Williams","Western Oregon","WR","75.00","204","","4.43","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Michael Orakpo","Texas State","OLB","73.00","226","","4.59","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2000 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2000&pos=&college=","null","Chris McIntosh","Wisconsin","OT","78.40","315","","5.39","28","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2000 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2000&pos=&college=","null","R.Jay Soward","Southern California","WR","69.50","177","","4.41","","35.0","124","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2011 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2011&pos=&college=","null","Marvin Austin","North Carolina","DT","73.63","309","","4.84","38","30.5","112","4.40","7.33"
"http://nflcombineresults.com/large-combine-data-update-complete/","1999 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1999&pos=&college=","null","Brian Rogers","Oregon State","ILB","74.30","239","","4.76","19","36.0","108","4.39","7.34"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Coby Fleener","Stanford","TE","78.00","247","","4.52","27","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1990 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1990&pos=&college=","null","Bern Brostek","Washington","C","74.60","300","","5.34","25","28.5","99","4.87","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Kendall Lamm","Appalachian State (NC)","OT","77.00","303","","5.22","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2017 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2017&pos=&college=","null","Chase Roullier","Wyoming","C","75.75","312","31","5.54","19","26.5","97","4.47","7.60"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Chuck Weatherspoon","Houston","RB","67.50","229","","4.84","19","28.0","100","4.33","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1992 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1992&pos=&college=","null","Brian Treggs","California","WR","68.90","161","","4.56","","32.0","107","4.07","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Terry Holley","Rice (TX)","SS","73.30","211","","4.68","24","37.0","115","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Thomas Wright","Michigan State","SS","73.40","201","","4.79","13","36.0","114","4.38","7.41"
"http://nflcombineresults.com/large-combine-data-update-complete/","1988 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1988&pos=&college=","null","Tom Rehder","Notre Dame","OT","78.30","270","","4.86","14","31.5","114","4.56","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1987 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1987&pos=&college=","null","Louis Brock","Southern California","CB","70.60","163","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2013 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2013&pos=&college=","null","Darius Slay","Mississippi State","CB","71.88","192","10","4.36","14","35.5","124","4.21","6.90"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Carnell Williams","Auburn","RB","71.00","217","","4.43","19","35.5","118","4.17","6.95"
"http://nflcombineresults.com/large-combine-data-update-complete/","1987 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1987&pos=&college=","null","Ilia Jarostchuk","New Hampshire","ILB","75.50","231","","4.77","","31.0","116","4.43","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Nate Burleson","Nevada","WR","73.00","197","","4.51","","42.5","126","4.16","6.96"
"http://nflcombineresults.com/large-combine-data-update-complete/","2001 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2001&pos=&college=","null","Jabari Holloway","Notre Dame","TE","74.40","253","","4.94","20","38.5","113","4.40","7.14"
"http://nflcombineresults.com/large-combine-data-update-complete/","2008 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2008&pos=&college=","null","Mike Hart","Michigan","RB","68.88","206","","4.77","23","28.0","110","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","John Theus","Georgia","OT","78.50","313","","5.22","","28.0","103","4.78","7.90"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Marko Cavka","Sacramento State (CA)","OT","79.00","294","","5.17","27","27.5","107","4.40","7.57"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Mike Karney","Arizona State","FB","71.40","254","","5.02","25","30.0","103","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2002 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2002&pos=&college=","null","Zach Quaccia","Stanford","C","75.90","309","","5.37","23","26.5","91","4.60","7.90"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Austin Hill","Arizona","WR","74.00","214","","4.59","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1990 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1990&pos=&college=","null","Mike Bitterman","Maine","TE","77.60","253","","9.99","15","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2011 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2011&pos=&college=","null","Jerrel Jernigan","Troy (AL)","WR","68.88","185","","4.46","11","37.5","117","4.25","7.07"
"http://nflcombineresults.com/large-combine-data-update-complete/","1999 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1999&pos=&college=","null","Nikia Codie","Baylor","FS","75.00","207","","4.57","17","34.0","121","4.20","7.21"
"http://nflcombineresults.com/large-combine-data-update-complete/","2002 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2002&pos=&college=","null","William Green","Boston College","RB","72.30","221","","4.65","27","42.0","121","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1997 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1997&pos=&college=","null","William Carr","Michigan","DT","72.10","302","","5.41","19","25.5","83","5.14","8.42"
"http://nflcombineresults.com/large-combine-data-update-complete/","2006 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2006&pos=&college=","null","A.J. Nicholson","Florida State","OLB","72.75","252","","4.90","25","","116","4.43","7.37"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Nick Kaczur","Toledo","OT","76.50","319","","5.30","","31.5","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Albert Fann","Cal State Northridge","RB","72.50","225","","4.80","16","30.0","110","4.51","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1999 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1999&pos=&college=","null","Lenzie Jackson","Arizona State","WR","71.90","188","","4.80","","35.0","115","4.29","7.32"
"http://nflcombineresults.com/large-combine-data-update-complete/","1998 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1998&pos=&college=","null","Rodrick Rutledge","Alabama","TE","76.90","272","","4.99","20","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Robby Felix","Texas-El Paso","C","75.25","302","","5.20","33","29.0","97","4.73","7.96"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Joe Echemandu","California","RB","70.80","226","","4.58","15","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Karl Mickelsen","Frenso State (CA)","ILB","73.00","234","","4.83","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Anquan Boldin","Florida State","WR","72.60","216","","4.73","","33.5","114","4.25","7.35"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Keyon Whiteside","Tennessee","ILB","71.90","229","","4.74","27","29.0","111","4.33","7.30"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Randy Jordan","Kansas State","CB","72.80","178","","4.61","","33.5","115","4.21","7.34"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Nordly Capi","Akron","DE","75.00","252","","4.86","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2002 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2002&pos=&college=","null","Grant Irons","Notre Dame","DE","77.60","267","","5.03","19","40.5","117","4.38","7.27"
"http://nflcombineresults.com/large-combine-data-update-complete/","2007 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2007&pos=&college=","null","Aaron Ross","Texas","CB","72.50","193","","4.46","17","34.0","118","4.15","6.67"
"http://nflcombineresults.com/large-combine-data-update-complete/","2011 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2011&pos=&college=","null","Nate Solder","Colorado","OT","80.25","319","","4.96","21","32.0","110","4.34","7.44"
"http://nflcombineresults.com/large-combine-data-update-complete/","2007 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2007&pos=&college=","null","JohnnieLee Higgins","Texas-El Paso","WR","71.38","186","","4.49","","36.5","122","4.32","6.62"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Jason Rockhold","Texas A&M","C","78.30","304","","5.52","","22.0","89","4.74","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Marlon Favorite","Louisiana State","DT","73.00","317","","5.12","26","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Terrence Robinson","Oklahoma State","ILB","72.40","240","","4.97","19","33.5","116","4.33","7.60"
"http://nflcombineresults.com/large-combine-data-update-complete/","2014 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2014&pos=&college=","null","Tenny Palepoi","Utah","DT","73.50","298","","5.10","31","30.5","111","4.53","7.67"
"http://nflcombineresults.com/large-combine-data-update-complete/","1996 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1996&pos=&college=","null","Donnell Leomiti","Colorado","SS","71.50","213","","4.66","13","30.0","112","4.26","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Nick Marshall","Auburn","CB","73.50","207","","4.54","12","37.5","124","4.15","6.96"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Josh Parrish","Washington State","OT","77.90","330","","5.39","20","28.0","104","4.61","8.24"
"http://nflcombineresults.com/large-combine-data-update-complete/","1998 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1998&pos=&college=","null","Paul Janus","Northwestern","OT","76.90","295","","5.47","16","29.0","101","4.54","8.21"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Takoby Cofield","Duke","OT","76.25","310","","5.19","23","30.0","101","4.79","8.09"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Derrick Knight","Boston College","RB","68.80","209","","4.73","16","31.5","108","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2013 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2013&pos=&college=","null","Bacarri Rambo","Georgia","FS","72.50","211","20","4.56","17","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1996 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1996&pos=&college=","null","Bryan Still","Virginia Tech","WR","71.10","176","","4.40","","37.5","120","4.06","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2017 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2017&pos=&college=","null","Kyle Kalis","Michigan","OG","76.00","308","","9.99","","","","4.62","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","Running Back NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=&pos=RB&college=","null","De'Veon Smith","Michigan","RB","70.88","223","","9.99","22","29.0","108","4.56","7.30"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Kevin Williams","Oklahoma State","DE","76.90","304","","4.84","23","30.0","112","5.01","7.66"
"http://nflcombineresults.com/large-combine-data-update-complete/","1994 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1994&pos=&college=","null","Aubrey Thompson","Utah State","TE","73.00","224","","4.74","15","27.5","114","4.58","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Tahir Whitehead","Temple","OLB","73.25","233","","4.62","21","37.0","124","4.37","7.14"
"http://nflcombineresults.com/large-combine-data-update-complete/","2006 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2006&pos=&college=","null","Darryl Tapp","Virginia Tech","DE","73.63","252","","4.86","27","33.0","109","4.48","7.31"
"http://nflcombineresults.com/large-combine-data-update-complete/","1992 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1992&pos=&college=","null","Mike Gisler","Houston","C","75.80","297","","5.63","28","25.0","90","5.18","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Dustin Fox","Ohio State","FS","71.00","191","","4.43","7","43.5","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Torrin Tucker","Southern Mississippi","OG","77.80","328","","5.43","","30.0","103","4.96","8.38"
"http://nflcombineresults.com/large-combine-data-update-complete/","2001 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2001&pos=&college=","null","Kyle Vanden Bosch","Nebraska","DE","76.10","270","","4.66","26","36.5","119","4.08","6.82"
"http://nflcombineresults.com/large-combine-data-update-complete/","1993 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1993&pos=&college=","null","Ty Hallock","Michigan State","FB","74.10","251","","4.89","24","30.0","111","4.06","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2007 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2007&pos=&college=","null","Kelvin Smith","Syracuse","ILB","74.00","240","","4.82","26","32.0","110","4.42","7.19"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Ray Hamilton","Iowa","TE","76.00","252","","4.78","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1989 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1989&pos=&college=","null","Bob Kratch","Iowa","OG","75.50","287","","5.40","17","26.5","93","4.63","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2008 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2008&pos=&college=","null","Pat Sims","Auburn","DT","74.10","310","","5.11","20","27.0","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1994 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1994&pos=&college=","null","Marvin Goodwin","UCLA","SS","72.50","199","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Jim Davis","Virginia Tech","DE","75.50","277","","5.05","","34.0","108","4.23","7.11"
"http://nflcombineresults.com/large-combine-data-update-complete/","2001 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2001&pos=&college=","null","Tay Cody","Florida State","CB","69.10","181","","4.55","11","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2010 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2010&pos=&college=","null","Trent Williams","Oklahoma","OT","76.63","315","","4.81","23","34.5","113","4.63","7.64"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Ian Silberman","Boston College","OT","77.00","299","","5.17","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2011 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2011&pos=&college=","null","Jon Baldwin","Pittsburgh","WR","76.38","228","14","4.49","20","42.0","129","4.34","7.07"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Trevor Guyton","California","DE","74.63","285","","5.01","","31.0","105","4.53","7.45"
"http://nflcombineresults.com/large-combine-data-update-complete/","1988 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1988&pos=&college=","null","Greg Cox","Miami (FL)","K","76.30","207","","9.99","10","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Ricky Byrd","Mississippi State","C","73.10","278","","5.52","10","27.0","94","4.70","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","Wide Receiver NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=&pos=WR&college=","null","Amba Etta-Tawo","Syracuse","WR","73.25","208","","4.49","14","31.0","126","4.32","6.95"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Stephen McGee","Texas A&M","QB","74.88","225","","4.61","","33.0","112","4.49","7.34"
"http://nflcombineresults.com/large-combine-data-update-complete/","2011 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2011&pos=&college=","null","Anthony Castonzo","Boston College","OT","79.00","311","","5.21","28","29.5","105","4.40","7.25"
"http://nflcombineresults.com/large-combine-data-update-complete/","1996 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1996&pos=&college=","null","Bobby Engram","Penn State","WR","69.60","187","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1992 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1992&pos=&college=","null","Scottie Graham","Ohio State","FB","68.40","222","","4.65","25","33.5","113","4.22","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","Wide Receiver NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=&pos=WR&college=","null","Gabe Marks","Washington State","WR","70.75","189","","4.56","11","29.5","117","4.20","7.01"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Omar Bolden","Arizona State","CB","70.38","202","","4.54","24","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Jonathan Martin","Stanford","OT","77.38","312","","5.35","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Derek Abney","Kentucky","WR","69.30","179","","4.56","","33.5","120","4.08","6.89"
"http://nflcombineresults.com/large-combine-data-update-complete/","1994 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1994&pos=&college=","null","Greg Hill","Texas A&M","RB","70.60","207","","4.50","14","33.5","115","3.97","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1998 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1998&pos=&college=","null","Brian Simmons","North Carolina","OLB","74.90","238","","4.62","","30.0","117","4.31","7.47"
"http://nflcombineresults.com/large-combine-data-update-complete/","1999 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1999&pos=&college=","null","Gary Holmes","Washington State","DT","78.60","319","","5.22","26","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1988 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1988&pos=&college=","null","Troy Wolkow","Minnesota","OG","74.90","269","","4.89","26","31.5","101","4.58","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1992 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1992&pos=&college=","null","Tim Hill","Kansas","CB","68.00","176","","9.99","12","40.5","122","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","DeAndre Presley","Appalachian State (NC)","CB","69.88","185","","4.53","8","32.0","114","4.28","7.19"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Ty Long","Alabama-Birmingham","K","73.00","206","","4.87","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2001 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2001&pos=&college=","null","Scotty Anderson","Grambling State (LA)","WR","74.10","184","","4.57","","34.5","115","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2001 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2001&pos=&college=","null","Renaldo Hill","Michigan State","CB","71.00","178","","4.59","10","35.5","116","4.18","7.07"
"http://nflcombineresults.com/large-combine-data-update-complete/","1993 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1993&pos=&college=","null","Lance Gunn","Texas","SS","75.30","217","","4.55","9","33.5","120","4.19","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Vernon Adams","Oregon","QB","70.88","200","","4.83","","29.5","114","4.20","6.82"
"http://nflcombineresults.com/large-combine-data-update-complete/","1988 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1988&pos=&college=","null","Mark Nichols","Michigan State","DT","73.60","262","","9.99","26","","","9.99","9.99"
