web-scraper-start-url,yearrersults,yearrersults-href,Year ▴,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
"http://nflcombineresults.com/large-combine-data-update-complete/","2006 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2006&pos=&college=","null","Max Jean-Gilles","Georgia","OG","75.75","355","","5.54","27","24.5","95","5.08","8.56"
"http://nflcombineresults.com/large-combine-data-update-complete/","2007 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2007&pos=&college=","null","Jonathan Wade","Tennessee","CB","70.00","195","","4.40","","40.5","126","4.40","7.07"
"http://nflcombineresults.com/large-combine-data-update-complete/","1989 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1989&pos=&college=","null","Curtis Wilson","Missouri","C","74.80","282","","4.95","29","28.0","105","4.39","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Thomas Duarte","UCLA","TE","74.13","231","","4.72","12","33.5","118","4.24","6.97"
"http://nflcombineresults.com/large-combine-data-update-complete/","1992 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1992&pos=&college=","null","Ray Roberts","Virginia","OT","77.30","304","","5.26","19","24.5","108","4.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Will Redmond","Mississippi State","CB","70.75","182","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Jonathan Luigs","Arkansas","C","75.63","301","","5.14","26","31.0","99","4.79","7.69"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Virgil Williams","Washington State","SS","72.90","196","","4.66","11","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Curvin Richards","Pittsburgh","RB","69.10","200","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2011 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2011&pos=&college=","null","Virgil Green","Nevada","TE","75.38","249","","4.54","23","42.5","130","4.40","6.90"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Adrian Awasom","North Texas","DE","76.00","279","","4.93","23","32.5","107","4.40","7.57"
"http://nflcombineresults.com/large-combine-data-update-complete/","2007 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2007&pos=&college=","null","Justin Warren","Texas A&M","ILB","74.63","245","","4.92","16","29.5","115","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Dreamius Smith","West Virginia","RB","71.00","217","","4.59","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1994 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1994&pos=&college=","null","Doug Brien","California","K","71.30","177","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2013 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2013&pos=&college=","null","Etienne Sabino","Ohio State","OLB","74.00","247","","4.75","24","","114","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1993 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1993&pos=&college=","null","Othello Henderson","UCLA","FS","71.90","207","","4.72","19","36.0","116","4.50","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1996 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1996&pos=&college=","null","Kyle Wachholtz","Southern California","QB","76.30","233","","5.14","","25.0","96","4.65","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","T.J. Graham","North Carolina State","WR","71.38","188","","4.34","8","33.5","120","4.18","6.77"
"http://nflcombineresults.com/large-combine-data-update-complete/","2010 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2010&pos=&college=","null","Ted Larsen","North Carolina State","C","74.63","304","","5.19","26","24.0","96","4.66","7.81"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Langston Moore","South Carolina","DT","73.00","303","","5.05","29","32.0","104","4.21","7.63"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Marvin McNutt","Iowa","WR","74.75","216","","4.48","","37.0","122","4.07","7.15"
"http://nflcombineresults.com/large-combine-data-update-complete/","1990 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1990&pos=&college=","null","Craig Veasey","Houston","DT","73.50","270","","4.93","","31.5","105","4.70","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Max Garcia","Florida","C","76.13","309","","5.24","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2014 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2014&pos=&college=","null","Ahmad Dixon","Baylor","SS","72.00","212","","4.64","14","32.0","111","4.50","7.55"
"http://nflcombineresults.com/large-combine-data-update-complete/","1995 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1995&pos=&college=","null","Brandon Bennett","South Carolina","RB","70.80","201","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2000 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2000&pos=&college=","null","Chris Hovan","Boston College","DT","74.40","305","","5.00","35","30.0","101","4.16","6.85"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Matt Ioannidis","Temple","DT","75.50","299","","5.03","32","28.0","108","4.68","7.78"
"http://nflcombineresults.com/large-combine-data-update-complete/","2003 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2003&pos=&college=","null","Clint Mitchell","Florida","DE","78.90","257","","4.93","16","34.5","115","4.31","7.34"
"http://nflcombineresults.com/large-combine-data-update-complete/","2002 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2002&pos=&college=","null","Konrad Dean","Akron","OG","76.00","333","","5.57","30","27.5","97","4.97","8.37"
"http://nflcombineresults.com/large-combine-data-update-complete/","1997 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1997&pos=&college=","null","Antonio Banks","Virginia Tech","CB","70.00","203","","4.66","18","36.0","117","4.41","7.85"
"http://nflcombineresults.com/large-combine-data-update-complete/","1995 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1995&pos=&college=","null","Terrell Davis","Georgia","RB","71.60","213","","4.72","","35.0","120","4.41","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Kahlil Bell","UCLA","RB","70.75","212","","4.74","15","34.5","114","4.20","6.87"
"http://nflcombineresults.com/large-combine-data-update-complete/","2006 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2006&pos=&college=","null","Willie Andrews","Baylor","SS","69.38","193","","4.45","7","36.5","124","4.27","6.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Ben Hartsock","Ohio State","TE","76.00","263","","4.81","23","35.0","117","3.98","7.10"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Jordan Richards","Stanford","SS","70.75","211","","4.65","13","32.0","111","4.22","6.74"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Keshawn Martin","Michigan State","WR","71.50","188","","4.42","13","39.5","122","4.13","6.85"
"http://nflcombineresults.com/large-combine-data-update-complete/","1997 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1997&pos=&college=","null","Jared Tomich","Nebraska","OLB","74.50","255","","9.99","24","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Frank Conover","Syracuse","C","76.50","319","","9.99","24","30.0","103","4.73","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1989 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1989&pos=&college=","null","Mark Prins","Grand Valley State (MI)","OT","76.00","281","","5.48","13","22.5","91","4.88","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2014 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2014&pos=&college=","null","Marcus Heit","Kansas State","LS","75.00","258","","4.91","","29.0","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2013 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2013&pos=&college=","null","Jake Stoneburner","Ohio State","TE","75.38","252","","4.65","18","34.5","116","4.27","7.12"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Antwuan Reed","Pittsburgh","CB","69.75","188","","4.58","14","36.5","124","4.20","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2010 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2010&pos=&college=","null","Dan Williams","Tennessee","DT","74.00","327","","5.19","27","32.0","96","4.87","7.88"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Jerricho Cotchery","North Carolina State","WR","72.50","212","","4.56","","36.0","121","3.91","6.93"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","DeVante Harris","Texas A&M","CB","70.63","176","","4.56","","38.5","124","4.06","6.82"
"http://nflcombineresults.com/large-combine-data-update-complete/","2002 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2002&pos=&college=","null","Alonzo Cunningham","Iowa","OG","75.80","316","","5.47","","24.0","94","4.73","8.52"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Huey Richardson","Florida","DE","76.10","238","","4.84","11","33.0","113","4.13","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Nick Collins","Bethune-Cookman (FL)","CB","71.10","206","","4.42","11","40.0","113","4.16","6.94"
"http://nflcombineresults.com/large-combine-data-update-complete/","2010 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2010&pos=&college=","null","Carlton Mitchell","South Florida","WR","74.88","215","","4.46","16","36.0","122","4.55","6.96"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Ryan Williams","Miami (FL)","QB","76.00","220","","5.06","19","40.0","123","4.18","6.96"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Steve Edmond","Texas","ILB","75.00","253","","4.84","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","Wide Receiver NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=&pos=WR&college=","null","Michael Rector","Stanford","WR","72.13","193","","4.42","","36.5","129","4.19","6.77"
"http://nflcombineresults.com/large-combine-data-update-complete/","1988 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1988&pos=&college=","null","Kent Dean","Kansas State","TE","76.00","233","","9.99","11","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1989 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1989&pos=&college=","null","Ervin Farris","Texas Tech","FB","70.90","233","","4.81","9","31.5","111","4.45","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1993 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1993&pos=&college=","null","Earl Dotson","Texas A&M-Kingsville","OT","75.30","318","","5.49","21","26.0","109","4.74","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2017 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2017&pos=&college=","null","Derek Barnett","Tennessee","DE","74.63","259","","4.88","","31.0","117","4.44","6.96"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Chase Williams","Virginia Tech","ILB","73.00","231","","4.83","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2000 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2000&pos=&college=","null","Ron Dugans","Florida State","WR","73.40","206","","4.58","","","117","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2001 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2001&pos=&college=","null","James Boyd","Penn State","SS","71.00","207","","4.59","","32.5","117","4.24","7.29"
"http://nflcombineresults.com/large-combine-data-update-complete/","1995 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1995&pos=&college=","null","Clifton Abraham","Florida State","CB","68.60","184","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Alex McCalister","Florida","DL","78.13","239","","4.80","","34.5","128","4.00","7.01"
"http://nflcombineresults.com/large-combine-data-update-complete/","Quarterback NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=&pos=QB&college=","null","DeShone Kizer","Notre Dame","QB","76.13","233","28","4.83","","30.5","107","4.53","7.40"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Darian Thompson","Boise State","FS","73.00","208","","4.69","12","32.5","118","4.33","7.26"
"http://nflcombineresults.com/large-combine-data-update-complete/","1998 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1998&pos=&college=","null","Jim Turner","Syracuse","WR","75.50","210","","4.46","","35.0","121","4.21","7.15"
"http://nflcombineresults.com/large-combine-data-update-complete/","1995 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1995&pos=&college=","null","Ron Johnson","Northeastern Oklahoma A&M","FS","72.10","177","","4.73","7","35.0","123","4.34","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Shaun Phillips","Purdue","DE","75.10","255","","4.83","","33.0","114","4.23","6.95"
"http://nflcombineresults.com/large-combine-data-update-complete/","1997 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1997&pos=&college=","null","Daniel Palmer","Air Force","C","76.30","290","","5.05","21","33.5","127","4.62","8.20"
"http://nflcombineresults.com/large-combine-data-update-complete/","1995 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1995&pos=&college=","null","Wesley Goggins","Jacksonville State (AL)","CB","69.00","179","","4.98","12","32.5","107","4.41","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Nehemiah Broughton","Citadel (SC)","RB","71.50","250","","4.61","25","30.0","108","4.28","7.54"
"http://nflcombineresults.com/large-combine-data-update-complete/","Wide Receiver NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=&pos=WR&college=","null","Speedy Noil","Texas A&M","WR","71.13","199","","9.99","18","43.5","133","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Morgan Trent","Michigan","CB","72.63","193","","4.50","23","38.0","127","4.01","7.05"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Darius Latham","Indiana","DT","76.25","311","","5.32","","29.0","100","4.63","7.76"
"http://nflcombineresults.com/large-combine-data-update-complete/","2006 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2006&pos=&college=","null","Haloti Ngata","Oregon","DT","76.13","338","","5.18","37","31.5","110","4.65","7.95"
"http://nflcombineresults.com/large-combine-data-update-complete/","2017 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2017&pos=&college=","null","Chuck Clark","Virginia Tech","DB","71.63","208","","4.54","16","34.0","122","4.07","6.85"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Deon Bush","Miami (FL)","FS","72.38","199","","4.64","17","36.0","123","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1997 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1997&pos=&college=","null","Todd Kurz","Illinois State","P","76.10","228","","9.99","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1989 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1989&pos=&college=","null","George Streeter","Notre Dame","CB","73.40","217","","4.77","18","36.0","110","4.24","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2013 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2013&pos=&college=","null","Philip Lutzenkirchen","Auburn","TE","75.25","258","","4.94","21","30.5","112","4.35","7.15"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Andy Levitre","Oregon State","OG","74.63","305","","5.33","23","30.5","103","4.52","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2004 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2004&pos=&college=","null","Robert Gallery","Iowa","OT","79.10","323","","4.97","24","30.0","105","4.38","7.42"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Tim Jamison","Michigan","DE","74.50","256","","5.07","21","30.0","107","4.60","7.56"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Quinton Alston","Iowa","ILB","73.00","232","","4.69","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2017 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2017&pos=&college=","null","Jeremiah Ledbetter","Arkansas","DE","74.88","280","","4.84","29","32.5","113","4.47","7.55"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","Sebastian Tretola","Arkansas","G","76.13","314","","5.45","22","23.5","90","5.02","7.94"
"http://nflcombineresults.com/large-combine-data-update-complete/","2011 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2011&pos=&college=","null","Michael Person","Montana State","OG","76.50","299","","5.07","21","28.0","108","4.50","7.44"
"http://nflcombineresults.com/large-combine-data-update-complete/","1990 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1990&pos=&college=","null","John Jackson","Southern California","WR","70.60","169","","4.62","","31.5","112","4.24","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1994 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1994&pos=&college=","null","Mike Wells","Iowa","DT","73.40","281","","4.99","26","30.5","99","4.40","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1991 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1991&pos=&college=","null","Kenny Walker","Nebraska","DE","74.90","246","","4.89","18","31.5","115","4.29","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1989 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1989&pos=&college=","null","Tim James","East Carolina (NC)","FB","71.00","224","","4.82","15","29.0","110","4.49","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2000 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2000&pos=&college=","null","Dustin Lyman","Wake Forest","ILB","76.00","259","","4.70","22","35.0","118","4.06","6.86"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Conner Neighbors","Louisiana State","FB","70.00","242","","4.72","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1990 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1990&pos=&college=","null","Alfred Oglesby","Houston","DT","75.00","271","","5.10","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1987 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1987&pos=&college=","null","Ray Berry","Baylor","ILB","74.50","226","","4.85","22","28.5","105","4.47","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Denzel Perryman","Miami (FL)","ILB","70.75","236","17","4.78","27","32.0","113","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2017 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2017&pos=&college=","null","Josh Harvey-Clemons","Louisville","FS","76.13","217","","9.99","12","31.5","121","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Scott Young","Brigham Young","OG","75.60","312","","5.07","43","32.5","115","4.37","7.46"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Junior Salt","Utah","OG","74.00","331","","5.24","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","James Brown","Troy (AL)","OG","75.50","306","","5.19","24","25.5","102","4.78","7.70"
"http://nflcombineresults.com/large-combine-data-update-complete/","1987 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1987&pos=&college=","null","Jason Stargel","Cincinnati","WR","74.30","186","","4.64","5","30.5","114","4.36","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Josh LeRibeus","Southern Methodist (TX)","OG","75.25","312","","5.31","29","26.0","96","4.65","7.64"
"http://nflcombineresults.com/large-combine-data-update-complete/","1997 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1997&pos=&college=","null","Tyrell Peters","Oklahoma","ILB","72.30","230","","4.73","","30.5","111","4.23","7.51"
"http://nflcombineresults.com/large-combine-data-update-complete/","1998 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1998&pos=&college=","null","Kio Sanford","Kentucky","WR","70.10","180","","4.53","","33.5","111","4.19","7.55"
"http://nflcombineresults.com/large-combine-data-update-complete/","1990 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1990&pos=&college=","null","Bill Anderson","Iowa","OG","75.00","267","","5.24","26","28.0","105","4.22","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Rakeem Nunez-Roches","Southern Mississippi","DT","74.25","307","","5.02","26","34.0","114","4.69","7.67"
"http://nflcombineresults.com/large-combine-data-update-complete/","1987 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1987&pos=&college=","null","Jeff Zimmerman","Florida","OG","75.40","341","","5.36","22","22.5","","4.83","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2016 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2016&pos=&college=","null","D.J. Reader","Clemson","DT","74.63","327","","5.33","30","29.5","99","4.71","7.90"
"http://nflcombineresults.com/large-combine-data-update-complete/","1992 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1992&pos=&college=","null","Troy Auzenne","California","OT","79.30","282","","5.21","17","29.5","109","4.72","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2010 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2010&pos=&college=","null","Kevin Basped","Nevada","DE","76.50","258","","4.75","26","29.0","104","4.88","7.54"
"http://nflcombineresults.com/large-combine-data-update-complete/","2015 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2015&pos=&college=","null","Detric Allen","East Carolina (NC)","CB","73.00","200","","4.59","","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","1994 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1994&pos=&college=","null","Ethan Albright","North Carolina","OG","77.00","274","","5.23","18","26.0","106","4.78","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","William Beatty","Connecticut","OT","78.00","307","","5.06","27","33.5","107","4.77","7.62"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Brandon Thompson","Clemson","DT","74.00","314","","5.20","35","31.0","100","4.71","7.97"
"http://nflcombineresults.com/large-combine-data-update-complete/","1997 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=1997&pos=&college=","null","Jeff Mitchell","Florida","C","76.30","307","","9.99","33","","","9.99","9.99"
"http://nflcombineresults.com/large-combine-data-update-complete/","2014 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2014&pos=&college=","null","Mike Pennel","Colorado State-Pueblo","DT","76.25","332","","5.23","23","28.5","101","4.84","7.94"
"http://nflcombineresults.com/large-combine-data-update-complete/","2005 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2005&pos=&college=","null","Josh Haldi","Northern Illinois","QB","74.00","215","30","4.68","","33.0","113","4.07","6.89"
"http://nflcombineresults.com/large-combine-data-update-complete/","2009 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2009&pos=&college=","null","Robert Ayers","Tennessee","DE","75.13","272","","4.77","18","29.5","102","4.51","7.56"
"http://nflcombineresults.com/large-combine-data-update-complete/","2012 NFL Combine Results","http://nflcombineresults.com/nflcombinedata.php?year=2012&pos=&college=","null","Aaron Corp","Richmond (VA)","QB","75.50","215","","4.61","","31.5","106","4.30","7.03"
